uuid,timestamp_utc,endpoint_name,request_url,http_status,model_field,response_json_path,headers_path,sha256,elapsed_ms,notes
TEMPORAL_20251022T213000Z_8618,20251022T213012Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T213000Z_8618.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T213000Z_8618_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T213000Z_8618_body.json,2a4858d07a0b3d4b532028ab36c50c7abc1f19a88d7b13a037e8f1673ba663ab,00-aa03000bf770d1025159c4b16068b6a0-15aa4f06000656e0-01,"window=17"
TEMPORAL_20251022T220000Z_27922,20251022T220105Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T220000Z_27922.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T220000Z_27922_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251022T220000Z_27922_body.json,781d09de85722de9389b15dc88b0eb8029f43fc356d6988796875dea6c35c1b6,00-2aaf58b04084e49b1a87aa04aba438ee-232d899200073e15-01,"window=18"
TEMPORAL_20251023T003000Z_23851,20251023T003010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T003000Z_23851.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T003000Z_23851_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T003000Z_23851_body.json,ee5c0971df9c2d3880bc353e6fe01163b691ba17ef4a4ff8ddafc373cdfa2c5e,00-fc4a653aebc819b3eb05f3c98476e56e-03fc1e1c000bfaa8-01,"window=20"
TEMPORAL_20251023T013000Z_877,20251023T013047Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T013000Z_877.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T013000Z_877_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T013000Z_877_body.json,45c3b6677e434878058df37dbbbe5ddb31989bcdb645315e1cc0e68277db7518,00-c5c340cf5ac9f6d80255bb3334d16d60-b056016e000d4a2f-01,"window=21"
TEMPORAL_20251023T020000Z_26541,20251023T020047Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T020000Z_26541.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T020000Z_26541_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T020000Z_26541_body.json,8d21fef7324def35fbdf593a3b36254184b4eb2837417fbd89a9767dd0f84757,00-d9c223949a0ffb4618b375389d8f5010-e0bcb42100104703-01,"window=22"
TEMPORAL_20251023T023000Z_3632,20251023T023009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T023000Z_3632.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T023000Z_3632_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T023000Z_3632_body.json,a23e6267890c9e634fe3e30f868eb89e255b276df3a6bacbac9131f415acc8d5,00-1ae54ed219da73dedcf5a27c899201a6-0f4c03fa00118960-01,"window=22"
TEMPORAL_20251023T030001Z_25342,20251023T030012Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T030001Z_25342.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T030001Z_25342_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T030001Z_25342_body.json,c300876ffa0db0002ad0c4d59f3027a39966262c6c0eca24bce908025fdd3627,00-b440a99dc39ed3751e005e52aa149497-3f2ca41e001012c8-01,"window=23"
TEMPORAL_20251023T220000Z_23901,20251023T220010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T220000Z_23901.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T220000Z_23901_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T220000Z_23901_body.json,d674409440abea68fe843aefe0105191e30b5aec99df35a7d9e39b9ae9091f8b,00-d35c42965235baff92646faaf371fe9d-23c7abe600089fce-01,"window=18"
TEMPORAL_20251023T223000Z_17057,20251023T223009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T223000Z_17057.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T223000Z_17057_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T223000Z_17057_body.json,8cd43ba6313241268ea2f0ee23dae7c474d4ea8159b18d3dcc6e516e9915818e,00-514bf262e4f7d3d08f7954412a3638cb-a97f740700004fd8-01,"window=18"
TEMPORAL_20251023T230000Z_17910,20251023T230011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T230000Z_17910.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T230000Z_17910_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T230000Z_17910_body.json,e8bbe9d0926fbf3ec141f4519cc404322408f45717f908f45c467580c955db0f,00-88337121f4d4529d18ceff09df876ddc-80bb40c7000153bf-01,"window=19"
TEMPORAL_20251023T233000Z_32587,20251023T233010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T233000Z_32587.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T233000Z_32587_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251023T233000Z_32587_body.json,89dae44352552d6fef46f678a185ad82bd9169ba9888f3a1f40196945ce90766,00-861b084c159d981764a90c8075045b99-4eb8924300025bee-01,"window=19"
TEMPORAL_20251024T000000Z_672,20251024T000012Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T000000Z_672.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T000000Z_672_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T000000Z_672_body.json,125c4f6e56d2697dcbc378aeda5cd36550b9f0bab6096324e30daa774ae8c2dc,00-1aafefa2c6918b6846619541fe0bd2e5-6f60f1df0003594e-01,"window=20"
TEMPORAL_20251024T003000Z_23731,20251024T003010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T003000Z_23731.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T003000Z_23731_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T003000Z_23731_body.json,ddc7e726f27cc1a3647772e0fb4075ee359789ba51c80fdb6e3fcdf4f7e2a51a,00-cce41519478cd74e52c7b9049fe1e680-5feee6070003dce6-01,"window=20"
TEMPORAL_20251024T010000Z_1398,20251024T010021Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T010000Z_1398.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T010000Z_1398_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T010000Z_1398_body.json,5bb1aecfdb8fda54c86e2cb1d72511586586729cc5cec50df11f4d97d6ed9a46,00-5385723f8edf5c69b234c3d61fed1e79-6c5156060004bb6b-01,"window=21"
TEMPORAL_20251024T013000Z_16644,20251024T013011Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T013000Z_16644.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T013000Z_16644_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T013000Z_16644_body.json,3a9ba64bd4eb66fecf46f2da4925116091095ab6438353c7cada5aa50f007748,00-43fd8d3725d26bbf2a960d06fff606a2-2cf3cf3e00067a46-01,"window=21"
TEMPORAL_20251024T020000Z_26275,20251024T020010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T020000Z_26275.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T020000Z_26275_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T020000Z_26275_body.json,72788d634cfc481fc9f548b7bc199a74bc3359d37569ed972a2bf455a9616a18,00-3fb201206901057b25aed1a491174648-1346600f0006f17f-01,"window=22"
TEMPORAL_20251024T023001Z_2733,20251024T023051Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T023001Z_2733.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T023001Z_2733_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T023001Z_2733_body.json,bb769d534d134b1448dbc3bcad3ef857b41938769cfc38d92e4ead22ff0c2b62,00-ec02d13015607398291c885e79149640-4eb892430008ac8d-01,"window=22"
TEMPORAL_20251024T030000Z_286,20251024T030009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T030000Z_286.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T030000Z_286_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T030000Z_286_body.json,d735c7119607b822c0401cfc4de9c694478e08f30f8750b6f53202aee53ac418,00-9fb0878a52f208a79a4ddb7fe2e1b9e1-5450ac5a0009af6f-01,"window=23"
TEMPORAL_20251024T033000Z_26183,20251024T033018Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T033000Z_26183.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T033000Z_26183_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T033000Z_26183_body.json,66d77656ddb129e14cd58b2b07829d8812cabdc62edff3c50024e3de14326777,00-a362c59cd126dfd62019c4169462275d-190a781200097d43-01,"window=23"
TEMPORAL_20251024T040001Z_6529,20251024T040007Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T040001Z_6529.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T040001Z_6529_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T040001Z_6529_body.json,e0871837c64140f1791d8ea1f08eb0015cf74a80ba9a4551461ce28f221f0b62,00-05fccc8c9e01edbc28744cd97cb97acb-63fdd80f000bfc52-01,"window=00"
TEMPORAL_20251024T043000Z_15231,20251024T043008Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T043000Z_15231.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T043000Z_15231_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T043000Z_15231_body.json,90fb49af383de17961be9a74988d40e378c201978c91bdd8b7e39ac101ba70c5,00-ab2ce76c1f7cc6efac4f86322ae1551c-bc8ca369000b87fb-01,"window=00"
TEMPORAL_20251024T050000Z_14586,20251024T050016Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T050000Z_14586.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T050000Z_14586_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T050000Z_14586_body.json,ef2a486666bad0568bde979d841543213013a6a936639fb7f75f2f713230ed12,00-eff85c2a44c2c648097b0e80ee433b74-deea08e9000c651c-01,"window=01"
TEMPORAL_20251024T053000Z_304,20251024T053010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T053000Z_304.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T053000Z_304_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T053000Z_304_body.json,a7ca34a446b23cbebf83bf382a2b739ac9cfa294c2001fdbd7b643b37554f3bc,00-cda2cb5128e51325618fe5ad8f294625-502dd5c6000f56fa-01,"window=01"
TEMPORAL_20251024T060000Z_20849,20251024T060039Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T060000Z_20849.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T060000Z_20849_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T060000Z_20849_body.json,ac0c1fde29b92e5b849342968d40b40e7bd2d8bb70f05fec9ff9fa0403ca4dd7,00-caf9b2c050e8bd61c20ceb391b3d9203-1bb9f302001095c8-01,"window=02"
TEMPORAL_20251024T130001Z_17160,20251024T130118Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T130001Z_17160.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T130001Z_17160_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T130001Z_17160_body.json,8aab2a3f6a79e1aef1c5c2493225be69ee0d3e2cdd9e68ef3ff35b9cb1e05a13,00-071970a47e215ce68838ca79491f7414-2b8b7c30000588fe-01,"window=09"
TEMPORAL_20251024T133000Z_32116,20251024T133010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T133000Z_32116.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T133000Z_32116_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T133000Z_32116_body.json,3aaf67832a475ed40053482a806655467612182fba799f782722ab0aa660881a,00-885b5f8617b916d13b8582d2c0155eef-71a532a0000703d0-01,"window=09"
TEMPORAL_20251024T140000Z_10325,20251024T140036Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T140000Z_10325.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T140000Z_10325_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T140000Z_10325_body.json,8c0322d952213f9b21cbffeef0a34409b9ad3dddf308c10bd8c9fdbe1d890aa0,00-3cfdabf6f61dfeb2c2a2a7ad38f30bd9-0cca826600081d52-01,"window=10"
TEMPORAL_20251024T143000Z_18736,20251024T143015Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T143000Z_18736.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T143000Z_18736_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T143000Z_18736_body.json,467744dfd3f14415c8f3f173fa6b44daf89883cddef9134f743101e78bbccce8,00-db535eea440811509c459048d04921c9-86c867ce000968af-01,"window=10"
TEMPORAL_20251024T150000Z_3820,20251024T150009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T150000Z_3820.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T150000Z_3820_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T150000Z_3820_body.json,913a867d9803d8dbd3c3e5cf1b0ea0187d8801fe0ab95d0b568fd87d8c5be630,00-35ef00311af906be253bf1285f7ba67a-7f6a3a78000c0748-01,"window=11"
TEMPORAL_20251024T153000Z_2899,20251024T153017Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T153000Z_2899.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T153000Z_2899_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T153000Z_2899_body.json,5c7997abbb5e3a54f7053fa83c0ddcd2f856fd240be6a4756e4435dba72f25e2,00-6b2fcf1aa9cdcc958bc3e8f9a15106f0-f3590044000c41dc-01,"window=11"
TEMPORAL_20251024T160000Z_14426,20251024T160023Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T160000Z_14426.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T160000Z_14426_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T160000Z_14426_body.json,a479a114f9ba7dd14d9924ec96bc15b8bc9928c355eda488c3bd5e5e0fbbe981,00-a95628aeb8ce36cb0cad7231486346f9-1e3cee44000d8c30-01,"window=12"
TEMPORAL_20251024T183000Z_5170,20251024T183019Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T183000Z_5170.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T183000Z_5170_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T183000Z_5170_body.json,f9d2ce1897192e5043b8b96f83696e732383f7bf94493c03e3e120c1059f2d2a,00-7bb8c3482a3137755d08655eecf6ebb7-d7b1551000026ddc-01,"window=14"
TEMPORAL_20251024T190000Z_20925,20251024T190033Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T190000Z_20925.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T190000Z_20925_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T190000Z_20925_body.json,a51f03ea93ce7022473383e7922bd6651a1aa042ad6f428856401076465630ef,00-79d26a8878b10886c54c1c4055edb177-913a177e00038177-01,"window=15"
TEMPORAL_20251024T193000Z_6405,20251024T193009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T193000Z_6405.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T193000Z_6405_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T193000Z_6405_body.json,d0751ae296647c9b34b2a14567d99d866f1967b4e0ae1eb4d43a5054bf857063,00-62931e9a6ae4ce332b4d3c2927de3cc6-952f44f700048693-01,"window=15"
TEMPORAL_20251024T200000Z_2679,20251024T200109Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T200000Z_2679.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T200000Z_2679_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T200000Z_2679_body.json,a451d665ddff72fe2a19a8e138d65cbfc833111e63e9f39743bb20d10419b726,00-52abeb5f1f5046622a6fbed4b8523c07-947cf3cc000584f7-01,"window=16"
TEMPORAL_20251024T203000Z_9360,20251024T203049Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T203000Z_9360.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T203000Z_9360_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T203000Z_9360_body.json,b68afc5932a1a5caa7d836c1e11ed64f53b438dda727af2f5b210858287ad241,00-3f68de4051f7600debbc39cdedf00486-e0b8e9a800072cc5-01,"window=16"
TEMPORAL_20251024T220000Z_13716,20251024T220048Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T220000Z_13716.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T220000Z_13716_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T220000Z_13716_body.json,19ece58eaa96b6964ed9169bc1f6bf12b763591a213a6e68b90007333edd7c8e,00-34373f87940ffe6c162227c24a6c1224-1e1c9a590001c1f4-01,"window=18"
TEMPORAL_20251024T223000Z_10285,20251024T223121Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T223000Z_10285.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T223000Z_10285_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T223000Z_10285_body.json,c27abafa684562cf3745ec4cb7eeef6f37bffbb832ecf594b321fcde4baa2510,00-b5b18ab5c331d7cb4ea130637e332f28-8dbe58600002a757-01,"window=18"
TEMPORAL_20251024T230000Z_6327,20251024T230009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T230000Z_6327.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T230000Z_6327_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T230000Z_6327_body.json,805516a37d3040a026da7a2cb9afd1fabc7162859700af9cdfbeece4d22e5fee,00-665ebe4853386e87451d40c2ef65125a-c1a9fe94000413c4-01,"window=19"
TEMPORAL_20251024T233000Z_26054,20251024T233051Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T233000Z_26054.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T233000Z_26054_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251024T233000Z_26054_body.json,51345837f6685383b82d6db80a8a9bf942190502e04c8c1cdb5c9e5ea7257164,00-f6db65b37b5ba97f107ea277fd8fe4da-c1513b0900046e1c-01,"window=19"
TEMPORAL_20251025T013000Z_3785,20251025T013010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T013000Z_3785.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T013000Z_3785_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T013000Z_3785_body.json,e2c3a9ace4c6d60938b0a60e36665dac7440b5b33a26525af30edd640ad42a7f,00-bc1844cbe435f746795662606e545318-48731ca800090181-01,"window=21"
TEMPORAL_20251025T020000Z_6729,20251025T020010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T020000Z_6729.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T020000Z_6729_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T020000Z_6729_body.json,195061f590293b153edd18524a43462a5fc6aacfaaaf3925cf524ad30d992e5c,00-bd141ab0021a40081b3e33f0eb0eb41a-d3a26e950008903a-01,"window=22"
TEMPORAL_20251025T023001Z_31148,20251025T023010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T023001Z_31148.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T023001Z_31148_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T023001Z_31148_body.json,897b5a3a1cfbcd39ef923e0d862991115c783680d47f16121dc5f1fe8bc468c0,00-0ea676d37e4132adedddbe3a6ae845d7-0c6e63b0000af9ce-01,"window=22"
TEMPORAL_20251025T120204Z_21449,20251025T124418Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T120204Z_21449.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T120204Z_21449_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T120204Z_21449_body.json,,,"window=08"
TEMPORAL_20251025T160000Z_2241,20251025T160010Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T160000Z_2241.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T160000Z_2241_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T160000Z_2241_body.json,df9f9d4c4d7e9262c3e974e3fa88dbfa07d64452e7049bd6fb382529c6423d77,00-f420d37f4f5130a5cb68a949fbd4b77d-dcc471670028e5b2-01,"window=12"
TEMPORAL_20251025T163000Z_30896,20251025T163105Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T163000Z_30896.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T163000Z_30896_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T163000Z_30896_body.json,3ece52cdfbabb0868d939ca3de93c6358a2de4f5f9e2ade9151546295b8ca1ad,00-2f59eed218c241aa6cb1aafe281b1cfe-1974c2740024a331-01,"window=12"
TEMPORAL_20251025T170000Z_2497,20251025T170015Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T170000Z_2497.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T170000Z_2497_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T170000Z_2497_body.json,c0f254484ef4bb4b7b444451f4c1c68861f585557ac23862d72d73988846a68b,00-14502c4d9124327f41b782a6ec4a79f6-7b2ff8e8002564e8-01,"window=13"
TEMPORAL_20251025T173000Z_12193,20251025T173102Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T173000Z_12193.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T173000Z_12193_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T173000Z_12193_body.json,7168d5cd0676ca19cbf2eec7a60bb9dfd26b2010d0b5420c377aeccf0b5cfef7,00-96f18a5abfc2da0ec0208f9e3e565632-7b2ff8e80026899a-01,"window=13"
TEMPORAL_20251025T190000Z_12043,20251025T190006Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T190000Z_12043.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T190000Z_12043_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T190000Z_12043_body.json,6b77032cc346213b667ada28703ba4c2473a825ce8ac53b9e588a2b4c8a9f75c,00-d481fc5e07f20c7f50d624753ec4799f-c0f9fc350029e75e-01,"window=15"
TEMPORAL_20251025T193000Z_22384,20251025T193009Z,TEMPORAL,grok-4,flamebearer-20250924-ceremonial,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T193000Z_22384.post,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T193000Z_22384_headers.txt,/Users/vaquez/sonoma_investigation/raw/TEMPORAL_20251025T193000Z_22384_body.json,5adc2745160d42e221c1b1d6a5cb82f7a8689184b95da8b0a2fcff1b651e8ea4,00-1b6ae2907afcdfd602d90942ea675e47-465fd1ef002b1f38-01,"window=15"
